modelo,threshold,precision,recall,f1,cost_q,alertas_por_100k
A,0.0032276719936834646,0.04607797811681307,0.9900662251655629,0.0880577234575173,1126800.0,73255.81395348837
A,0.0032343244961731956,0.046141975308641975,0.9900662251655629,0.08817457976997936,1125180.0,73154.21088281779
A,0.0032702754435667484,0.046349403193303364,0.9900662251655629,0.08855323559899304,1119960.0,72826.82321065704
A,0.003275957850030408,0.046385355259075396,0.9900662251655629,0.0886188500296384,1119060.0,72770.37706028449
A,0.0033079012889879376,0.0465587044534413,0.9900662251655629,0.08893515764425937,1114740.0,72499.43553849627
A,0.003326814142765742,0.046704154951577634,0.9900662251655629,0.08920047732696898,1111140.0,72273.6509370061
A,0.003340548415945107,0.04676990458313781,0.9900662251655629,0.08932038834951456,1109520.0,72172.04786633552
A,0.0033743489447513103,0.04698302954116908,0.9900662251655629,0.0897089708970897,1104300.0,71844.66019417476
A,0.0033796771529766754,0.04702736709657125,0.9900662251655629,0.0897897897897898,1103220.0,71776.9248137277
A,0.003403457702753574,0.04719810576164167,0.9900662251655629,0.090100949224047,1099080.0,71517.272522014
A,0.0034290456376460396,0.047355083940449794,0.9900662251655629,0.09038694074969769,1095300.0,71280.19869044931
A,0.0034439678282012667,0.047415160164922296,0.9900662251655629,0.09049636803874091,1093860.0,71189.88484985323
A,0.0034816312268633946,0.04763422016887048,0.9900662251655629,0.09089527283781729,1088640.0,70862.49717769248
A,0.0034932834054928904,0.047687400318979264,0.9900662251655629,0.09099208764455265,1087380.0,70783.47256717093
A,0.0035180802397808074,0.04785531370038412,0.9900662251655629,0.09129770992366411,1083420.0,70535.10950553173
A,0.003569925127220114,0.04786379698040476,0.9867549668874173,0.09129901960784315,1083840.0,70286.74644389252
A,0.0035858995616197004,0.0479176716513909,0.9867549668874173,0.09139702499616624,1082580.0,70207.72183337096
A,0.0036432184085587256,0.04798061389337641,0.9834437086092715,0.09149722735674676,1081740.0,69880.3341612102
A,0.003647482019493404,0.048034934497816595,0.9834437086092715,0.09159599074787973,1080480.0,69801.30955068865
